CarID,Price,Brand,Year,Mileage,Color,CarDealershipID
231,10200,chevrolet,2014,173469,white,CDID-AB8C8
232,5000,ford,2017,37321,white,CDID-ca4ab
233,1700,ford,2014,112789,white,CDID-60a53
234,6200,bmw,2011,80394,gray,CDID-bAc5a
235,3650,ford,2016,68142,white,CDID-e8399
236,10500,dodge,2014,74203,white,CDID-aAcA0
237,43500,chevrolet,2018,57604,white,CDID-4a9BC
238,4610,dodge,2016,87229,silver,CDID-ca98A
239,3450,ford,2012,90711,white,CDID-0A1B6
240,38500,chevrolet,2018,11135,silver,CDID-4a9BC
241,6810,ford,2016,66781,silver,CDID-c2C86
242,2900,ford,2011,190994,white,CDID-AB8C8
243,43500,chevrolet,2018,56007,white,CDID-3b7A8
244,4450,ford,2016,32486,white,CDID-ba9B9
245,5800,ford,2011,195908,white,CDID-60a53
246,16500,chevrolet,2018,18020,silver,CDID-e8399
247,4240,dodge,2016,83262,white,CDID-2md09
248,26500,ford,2008,62015,white,CDID-Ab9C7
249,13700,chevrolet,2017,36421,silver,CDID-820cb
250,8600,ford,2016,73321,white,CDID-Ca7C9
251,8000,ford,2008,132379,white,CDID-aAcA0
252,14200,chevrolet,2017,28013,silver,CDID-BB2c8
253,7040,ford,2016,33291,silver,CDID-bAc5a
254,4700,ford,2005,225236,black,CDID-499a5
255,30851,chevrolet,2016,43176,red,CDID-ca98A
256,4880,ford,2016,36876,silver,CDID-0A1B6
257,14500,dodge,2006,111782,silver,CDID-ca4ab
258,7600,chevrolet,2017,110489,brown,CDID-a39A9
259,13270,ford,2016,84035,white,CDID-7c35B
260,12800,ford,2012,131101,gray,CDID-60a53
261,33000,chevrolet,2018,52521,white,CDID-3b7A8
262,9280,ford,2016,101380,white,CDID-c2C86
263,900,ford,2003,142027,white,CDID-Ab9C7
264,7560,ford,2016,111476,gray,CDID-Ca7C9
265,19500,ford,2011,76897,white,CDID-AB8C8
266,17100,chevrolet,2019,15780,white,CDID-bAc5a
267,8020,ford,2016,31944,white,CDID-a39A9
268,10300,ford,2019,18937,black,CDID-0A1B6
269,22600,chevrolet,2019,9706,white,CDID-820cb
270,10480,ford,2016,57289,gray,CDID-ca98A
271,10300,ford,2019,19956,silver,CDID-ca4ab
272,22700,chevrolet,2019,6075,white,CDID-BB2c8
273,7410,ford,2016,21034,gray,CDID-4a9BC
274,10300,ford,2019,22881,gray,CDID-e8399
275,10300,chevrolet,2013,167600,gray,CDID-ba9B9
276,7570,ford,2016,37252,white,CDID-499a5
277,67000,dodge,2019,10944,blue,CDID-2md09
278,18900,chevrolet,2019,27601,white,CDID-7c35B
279,12560,ford,2019,15958,white,CDID-aAcA0
280,33000,dodge,2019,32251,white,CDID-7c35B
281,18300,chevrolet,2019,25809,black,CDID-820cb
282,11760,ford,2017,30553,white,CDID-ca98A
283,31700,dodge,2019,26549,red,CDID-a39A9
284,25,dodge,2007,160528,dark blue,CDID-e8399
285,0,ford,2000,124969,black,CDID-aAcA0
286,7340,ford,2019,15854,gray,CDID-ba9B9
287,8200,hyundai,2017,56690,white,CDID-bAc5a
288,3000,kia,2013,97142,silver,CDID-BB2c8
289,6530,jeep,2019,10185,black,CDID-499a5
290,0,mazda,2009,117541,gray,CDID-4a9BC
291,12700,kia,2019,23514,silver,CDID-Ca7C9
292,13800,kia,2017,86959,gray,CDID-AB8C8
293,0,chevrolet,1998,258631,gray,CDID-3b7A8
294,725,ford,2017,67279,gray,CDID-2md09
295,7400,ford,2019,16482,gray,CDID-c2C86
296,9800,hyundai,2017,35687,red,CDID-60a53
297,0,honda,2003,152608,white,CDID-Ab9C7
298,4400,jeep,2019,17911,green,CDID-0A1B6
299,10330,infiniti,2019,21278,blue,CDID-ca4ab
300,1800,chevrolet,2011,47269,black,CDID-2md09
301,50,chevrolet,2008,172102,blue,CDID-ca4ab
302,720,ford,2006,26914,black,CDID-0A1B6
303,22800,ford,2017,67217,red,CDID-Ca7C9
304,2500,ford,2017,78698,black,CDID-60a53
305,0,ford,2003,246065,gold,CDID-e8399
306,9190,gmc,2017,41961,black,CDID-7c35B
307,10900,jeep,2019,13273,red,CDID-499a5
308,10400,infiniti,2019,31713,black,CDID-a39A9
309,0,chevrolet,2004,0,maroon,CDID-ba9B9
310,0,chevrolet,2003,194673,gray,CDID-820cb
311,7320,chevrolet,2008,325611,silver,CDID-c2C86
312,22809,ford,2017,50732,black,CDID-4a9BC
313,0,ford,1998,186855,blue,CDID-aAcA0
314,0,ford,2013,94004,black,CDID-BB2c8
315,5520,gmc,2017,52904,silver,CDID-ca98A
316,10900,jeep,2019,14195,orange,CDID-Ab9C7
317,6330,jeep,2019,43965,red,CDID-3b7A8
318,0,chevrolet,2009,117059,black,CDID-bAc5a
319,25,chevrolet,2010,149189,white,CDID-AB8C8
320,2320,dodge,2007,112182,red,CDID-499a5
321,23702,ford,2017,49024,black,CDID-2md09
322,0,ford,1994,0,green,CDID-ba9B9
323,0,ford,1997,203297,green,CDID-BB2c8
324,5520,gmc,2017,35821,silver,CDID-a39A9
325,4050,heartland,2018,1,gray,CDID-7c35B
326,14810,infiniti,2019,32611,brown,CDID-Ab9C7
327,25,chevrolet,2011,105244,white,CDID-4a9BC
328,2960,chrysler,2008,164048,red,CDID-0A1B6
329,24800,ford,2017,46955,gray,CDID-ca98A
330,0,ford,1996,296860,green,CDID-3b7A8
331,0,ford,2006,203158,red,CDID-Ca7C9
332,6270,gmc,2017,70443,black,CDID-aAcA0
333,1880,heartland,2012,1,white,CDID-c2C86
334,10050,infiniti,2019,18229,gray,CDID-60a53
335,225,chevrolet,2014,87673,red,CDID-ca4ab
336,26900,chevrolet,2018,42941,black,CDID-AB8C8
337,1420,chrysler,2007,104405,gold,CDID-e8399
338,27003,ford,2017,57186,black,CDID-bAc5a
339,0,ford,2002,214800,black,CDID-820cb
340,350,ford,2004,236980,gray,CDID-7c35B
341,5600,gmc,2017,59808,black,CDID-60a53
342,6680,heartland,2011,1,gray,CDID-4a9BC
343,10120,infiniti,2019,20681,white,CDID-0A1B6
344,0,chevrolet,2010,137422,red,CDID-bAc5a
345,3920,ford,2015,102700,white,CDID-a39A9
346,23100,ford,2017,53270,black,CDID-Ab9C7
347,0,gmc,2004,235348,gold,CDID-Ca7C9
348,5630,gmc,2017,27195,black,CDID-499a5
349,0,heartland,2009,1,white,CDID-AB8C8
350,2800,jaguar,2019,20849,black,CDID-3b7A8
351,0,chevrolet,2008,159266,gray,CDID-aAcA0
352,8850,ford,2015,143818,black,CDID-c2C86
353,18712,ford,2017,67347,black,CDID-820cb
354,0,ford,2009,180364,blue,CDID-BB2c8
355,0,ford,2009,184889,black,CDID-2md09
356,6300,gmc,2017,117400,blue,CDID-ca4ab
357,2220,heartland,2010,1,white,CDID-ba9B9
358,6930,jeep,2019,47798,red,CDID-ca98A
359,25,chevrolet,2008,130623,white,CDID-e8399
360,3440,ford,2015,124542,white,CDID-7c35B
361,50412,ford,2017,47129,black,CDID-BB2c8
362,25,ford,1994,206162,white,CDID-bAc5a
363,950,ford,2001,229886,red,CDID-a39A9
364,9270,gmc,2017,19490,gray,CDID-ca98A
365,11380,jeep,2019,12038,black,CDID-Ca7C9
366,5350,hyundai,2019,43536,blue,CDID-2md09
367,2725,chevrolet,2004,308451,black,CDID-Ab9C7
368,3790,ford,2015,100893,gray,CDID-e8399
369,40514,ford,2017,90304,white,CDID-820cb
370,0,ford,1997,146912,green,CDID-60a53
371,0,ford,1998,131367,white,CDID-0A1B6
372,9190,gmc,2017,31394,gray,CDID-c2C86
373,10330,infiniti,2019,25933,gray,CDID-4a9BC
374,1000,acura,2008,118250,gray,CDID-499a5
375,2925,bmw,2013,46060,white,CDID-ba9B9
376,3830,ford,2015,50593,gold,CDID-ca4ab
377,43402,ford,2017,62387,blue,CDID-AB8C8
378,1025,gmc,2009,169634,black,CDID-aAcA0
379,17200,honda,2016,72527,gray,CDID-3b7A8
380,54680,harley-davidson,2016,9502,black,CDID-bAc5a
381,6940,honda,2010,217290,black,CDID-e8399
382,13080,infiniti,2019,17243,gray,CDID-c2C86
383,25,chevrolet,2007,194903,gray,CDID-a39A9
384,10630,ford,2015,82899,white,CDID-3b7A8
385,43009,ford,2017,76418,white,CDID-aAcA0
386,25,gmc,2003,138441,white,CDID-499a5
387,4600,ford,2006,240740,brown,CDID-60a53
388,4950,honda,2016,71404,black,CDID-Ca7C9
389,3760,hyundai,2019,30382,silver,CDID-ca4ab
390,3900,acura,2009,179389,black,CDID-2md09
391,0,cadillac,2000,105169,white,CDID-820cb
392,3830,ford,2015,82534,silver,CDID-Ab9C7
393,53500,ford,2017,55732,white,CDID-AB8C8
394,25,ford,2010,198596,gray,CDID-ba9B9
395,25,ford,1998,300021,brown,CDID-BB2c8
396,6240,honda,2015,83623,silver,CDID-7c35B
397,4150,jeep,2014,108895,white,CDID-0A1B6
398,25,jeep,1999,226972,black,CDID-4a9BC
399,61200,bmw,2020,7509,black,CDID-ca98A
400,0,buick,2006,137464,blue,CDID-499a5
401,13500,bmw,2014,33542,blue,CDID-ca4ab
402,6490,ford,2015,74754,black,CDID-bAc5a
403,51502,ford,2017,27661,black,CDID-aAcA0
404,250,ford,2010,115241,white,CDID-Ca7C9
405,25,ford,1984,41577,white,CDID-BB2c8
406,8160,honda,2015,109027,gray,CDID-7c35B
407,7770,jeep,2014,72732,gray,CDID-AB8C8
408,200,jeep,2001,126400,green,CDID-e8399
409,25,audi,2008,177422,black,CDID-2md09
410,0,chevrolet,1995,274706,green,CDID-a39A9
411,1825,bmw,2008,77984,white,CDID-60a53
412,39800,bmw,2017,23177,blue,CDID-Ab9C7
413,9210,ford,2015,26911,silver,CDID-c2C86
414,58500,ford,2019,21527,blue,CDID-ba9B9
415,125,ford,2014,56461,silver,CDID-ca98A
416,3960,honda,2015,95128,white,CDID-0A1B6
417,5998,hyundai,2014,122975,phantom black,CDID-4a9BC
418,3700,honda,2014,162824,blue,CDID-3b7A8
419,0,kia,2008,148463,silver,CDID-820cb
420,0,audi,2005,181896,black,CDID-AB8C8
421,0,bmw,2000,216657,gray,CDID-0A1B6
422,5000,gmc,2012,140339,black,CDID-aAcA0
423,15050,infiniti,2019,26786,white,CDID-Ab9C7
424,3960,hyundai,2019,35623,red,CDID-a39A9
425,36300,lincoln,2019,14541,black,CDID-3b7A8
426,55600,lexus,2020,8186,silver,CDID-820cb
427,2630,nissan,2018,36739,gray,CDID-4a9BC
428,5690,nissan,2017,42616,blue,CDID-bAc5a
429,19500,audi,2017,65833,blue,CDID-c2C86
430,450,chevrolet,2008,123515,yellow,CDID-2md09
431,20400,cadillac,2015,36122,white,CDID-e8399
432,4320,chevrolet,2011,88359,brown,CDID-499a5
433,33001,ford,2017,35905,gray,CDID-BB2c8
434,10000,ford,2017,35747,red,CDID-7c35B
435,0,ford,2004,167011,red,CDID-ca98A
436,5790,gmc,2012,105020,white,CDID-ba9B9
437,14750,infiniti,2019,11047,black,CDID-60a53
438,4010,hyundai,2019,31233,silver,CDID-Ca7C9
439,40000,mercedes-benz,2019,19427,white,CDID-ca4ab
440,13000,kia,2017,71991,silver,CDID-AB8C8
441,3550,nissan,2018,29043,blue,CDID-0A1B6
442,3040,nissan,2017,36064,gray,CDID-4a9BC
443,0,chevrolet,2008,270080,yellow,CDID-Ca7C9
444,36400,audi,2015,47213,black,CDID-e8399
445,4480,ford,2011,116480,black,CDID-Ab9C7
446,31003,ford,2017,72084,red,CDID-aAcA0
447,75,ford,2001,295780,gold,CDID-bAc5a
448,8850,gmc,2011,148035,white,CDID-499a5
449,14750,infiniti,2019,11396,white,CDID-3b7A8
450,4690,hyundai,2019,33785,silver,CDID-ba9B9
451,23000,land,2018,20103,black,CDID-ca98A
452,46900,land,2018,32387,black,CDID-BB2c8
453,10740,mercedes-benz,2018,48140,white,CDID-c2C86
454,3160,nissan,2017,34861,gray,CDID-7c35B
455,0,chevrolet,2006,268040,silver,CDID-60a53
456,3450,chrysler,2011,114119,gold,CDID-a39A9
457,27102,ford,2017,34165,red,CDID-820cb
458,500,gmc,2018,27442,black,CDID-ca4ab
459,5100,gmc,2011,144792,white,CDID-2md09
460,15010,infiniti,2019,11394,beige,CDID-ca4ab
461,5800,jeep,2019,30546,silver,CDID-aAcA0
462,23200,land,2018,23745,black,CDID-4a9BC
463,8000,hyundai,2015,88274,red,CDID-Ab9C7
464,3390,nissan,2018,38349,gray,CDID-c2C86
465,3140,nissan,2017,30142,white,CDID-2md09
466,25,chevrolet,2007,267834,black,CDID-0A1B6
467,15000,bmw,2014,44730,silver,CDID-3b7A8
468,10440,chevrolet,2011,92476,blue,CDID-e8399
469,23911,ford,2017,25698,black,CDID-a39A9
470,25,ford,2010,155242,gray,CDID-AB8C8
471,21400,gmc,2018,54332,gray,CDID-7c35B
472,5380,gmc,2011,119215,white,CDID-bAc5a
473,11000,jeep,2019,8930,red,CDID-ba9B9
474,4950,jeep,2019,46985,silver,CDID-820cb
475,22500,land,2018,30220,black,CDID-Ca7C9
476,30300,maserati,2017,37021,black,CDID-499a5
477,2630,nissan,2018,43152,white,CDID-BB2c8
478,3140,nissan,2017,34318,silver,CDID-60a53
479,2300,chevrolet,2011,88287,white,CDID-ca98A
480,4310,chevrolet,2011,105486,black,CDID-Ab9C7
481,26012,ford,2017,19850,black,CDID-ca4ab
482,75,ford,2014,116535,silver,CDID-499a5
483,48500,gmc,2019,15777,black,CDID-c2C86
484,3330,gmc,2009,87448,white,CDID-7c35B
485,11200,jeep,2019,8395,yellow,CDID-AB8C8
486,4730,hyundai,2019,30121,red,CDID-820cb
487,24900,mercedes-benz,2018,33687,white,CDID-4a9BC
488,29400,mercedes-benz,2017,37561,blue,CDID-BB2c8
489,8350,nissan,2018,32256,gray,CDID-60a53
490,475,peterbilt,2012,902041,gold,CDID-0A1B6
491,3210,nissan,2017,25255,black,CDID-3b7A8
492,25,chevrolet,2006,165327,white,CDID-e8399
493,4200,chevrolet,2006,118009,white,CDID-2md09
494,8430,chevrolet,2011,114547,black,CDID-ba9B9
495,25503,ford,2017,18647,black,CDID-ca98A
496,0,ford,1996,252588,red,CDID-Ca7C9
497,26000,gmc,2019,16669,black,CDID-aAcA0
498,3900,honda,2017,47970,blue,CDID-bAc5a
499,11200,jeep,2019,12905,gray,CDID-a39A9
500,8610,jeep,2019,22123,silver,CDID-c2C86
501,28000,mercedes-benz,2018,40780,white,CDID-AB8C8
502,84900,mercedes-benz,2017,25302,silver,CDID-60a53
503,10840,lexus,2017,36596,black,CDID-2md09
504,100,peterbilt,2012,0,blue,CDID-820cb
505,11050,ram,2017,30421,white,CDID-0A1B6
506,0,chevrolet,2012,134938,orange,CDID-ca98A
507,1000,chevrolet,2005,135675,gray,CDID-a39A9
508,3570,dodge,2015,17355,black,CDID-BB2c8
509,25001,ford,2017,27773,gray,CDID-Ca7C9
510,0,ford,2010,86841,silver,CDID-Ab9C7
511,5630,gmc,2017,58366,black,CDID-ba9B9
512,11100,jeep,2019,11229,white,CDID-4a9BC
513,4650,hyundai,2019,27492,white,CDID-aAcA0
514,0,lincoln,2005,89705,green,CDID-bAc5a
515,3820,nissan,2016,41654,blue,CDID-e8399
516,0,peterbilt,2009,982486,blue,CDID-ca4ab
517,2900,nissan,2017,31954,gray,CDID-499a5
518,50,chevrolet,2008,172102,blue,CDID-7c35B
519,5100,chevrolet,2004,173321,gray,CDID-3b7A8
